id,content
6447edd7-4637-453c-ab12-0ee2fb2b911e,"{'id': '6447edd7-4637-453c-ab12-0ee2fb2b911e', 'contentType': 'VIDEO', 'title': ""Meta's data center costs are skyrocketing. Here's what you need to know."", 'description': '<p>Meta (<a target=""_blank"" rel="""" class=""link"" href=""https://finance.yahoo.com/quote/META/"" data-i13n=""cpos:1;pos:1"">META</a>) raised the budget for its Louisiana data center from $27 billion to $50 billion. Yahoo Finance Technology Editor Dan Howley takes a closer look at the company\'s surging costs.</p>', 'summary': ""Meta (META) raised the budget for its Louisiana data center from $27 billion to $50 billion. Yahoo Finance Technology Editor Dan Howley takes a closer look at the company's surging costs."", 'pubDate': '2026-07-13T20:34:16Z', 'displayTime': '', 'isHosted': True, 'bypassModal': False, 'previewUrl': None, 'thumbnail': {'originalUrl': 'https://s.yimg.com/uu/api/res/1.2/BotysmorrQxkShY3Ui_I3Q--~B/aD0xNDI3O3c9MjUzNzthcHBpZD15dGFjaHlvbg--/https://d29szjachogqwa.cloudfront.net/images/user-uploaded/dbbe06eb-fda0-4327-a9ee-88d379ff2b36_b4dc1468279d78f1b0e751c17e98d53ca80756c01b8d3374ecb0abfc8bb0990a.jpg', 'originalWidth': 2537, 'originalHeight': 1427, 'caption': '', 'resolutions': [{'url': 'https://s.yimg.com/uu/api/res/1.2/BotysmorrQxkShY3Ui_I3Q--~B/aD0xNDI3O3c9MjUzNzthcHBpZD15dGFjaHlvbg--/https://d29szjachogqwa.cloudfront.net/images/user-uploaded/dbbe06eb-fda0-4327-a9ee-88d379ff2b36_b4dc1468279d78f1b0e751c17e98d53ca80756c01b8d3374ecb0abfc8bb0990a.jpg', 'width': 2537, 'height': 1427, 'tag': 'original'}, {'url': 'https://s.yimg.com/uu/api/res/1.2/taGuBp967z.l983b4dUUqg--~B/Zmk9c3RyaW07aD0xMjg7dz0xNzA7YXBwaWQ9eXRhY2h5b24-/https://d29szjachogqwa.cloudfront.net/images/user-uploaded/dbbe06eb-fda0-4327-a9ee-88d379ff2b36_b4dc1468279d78f1b0e751c17e98d53ca80756c01b8d3374ecb0abfc8bb0990a.jpg', 'width': 170, 'height': 128, 'tag': '170x128'}]}, 'provider': {'displayName': 'Yahoo Finance Video', 'url': 'https://finance.yahoo.com/', 'sourceId': 'video.yahoofinance.com'}, 'canonicalUrl': {'url': 'https://finance.yahoo.com/video/metas-data-center-costs-are-skyrocketing-heres-what-you-need-to-know-203416070.html', 'site': 'finance', 'region': 'US', 'lang': 'en-US'}, 'clickThroughUrl': {'url': 'https://finance.yahoo.com/video/metas-data-center-costs-are-skyrocketing-heres-what-you-need-to-know-203416070.html', 'site': 'finance', 'region': 'US', 'lang': 'en-US'}, 'metadata': {'editorsPick': True}, 'finance': {'premiumFinance': {'isPremiumNews': False, 'isPremiumFreeNews': False}}, 'storyline': {'storylineItems': [{'content': {'id': '2fa7ee91-9a00-4a22-aad7-d4317b3f89cd', 'contentType': 'STORY', 'isHosted': True, 'title': 'Tech stocks live updates: Tech stocks fall as AI trade faces scrutiny, SK Hynix falls', 'thumbnail': {'originalUrl': 'https://s.yimg.com/uu/api/res/1.2/gV7OPdQWAPZMwS.nmCpP0A--~B/aD0zNzc1O3c9NTY2MzthcHBpZD15dGFjaHlvbg--/https://d29szjachogqwa.cloudfront.net/images/2026-07/e2b4c8dc-2acd-4fe5-b7d3-5b8ec3f38692', 'originalWidth': 5663, 'originalHeight': 3775, 'caption': '', 'resolutions': None}, 'provider': {'displayName': 'Yahoo Finance', 'sourceId': 'yahoofinance.com'}, 'previewUrl': None, 'providerContentUrl': '', 'canonicalUrl': {'url': 'https://finance.yahoo.com/technology/live/tech-stocks-live-updates-ai-trade-sk-hynix-124717493.html'}, 'clickThroughUrl': {'url': 'https://finance.yahoo.com/technology/live/tech-stocks-live-updates-ai-trade-sk-hynix-124717493.html'}}}, {'content': {'id': 'dd9d27a9-c52f-450f-b84a-490945cf7b14', 'contentType': 'STORY', 'isHosted': True, 'title': 'Retail investors are cashing out of Apple, Tesla, and chip stocks: Chart of the Day', 'thumbnail': {'originalUrl': 'https://s.yimg.com/uu/api/res/1.2/CQOBa2yj9HLyUm.W5YG5MQ--~B/aD01MjgwO3c9NzYxMDthcHBpZD15dGFjaHlvbg--/https://d29szjachogqwa.cloudfront.net/images/2026-07/a0826235-c643-455f-8aee-34f117174773', 'originalWidth': 7610, 'originalHeight': 5280, 'caption': '', 'resolutions': None}, 'provider': {'displayName': 'Yahoo Finance', 'sourceId': 'yahoofinance.com'}, 'previewUrl': None, 'providerContentUrl': '', 'canonicalUrl': {'url': 'https://finance.yahoo.com/markets/article/retail-investors-are-cashing-out-of-apple-tesla-and-chip-stocks-chart-of-the-day-162404788.html'}, 'clickThroughUrl': {'url': 'https://finance.yahoo.com/markets/article/retail-investors-are-cashing-out-of-apple-tesla-and-chip-stocks-chart-of-the-day-162404788.html'}}}]}}"
1facd0ae-02a4-4f9b-a0d9-52bdb7a65239,"{'id': '1facd0ae-02a4-4f9b-a0d9-52bdb7a65239', 'contentType': 'STORY', 'title': 'Nvidia, Micron, and other chip players are poised to become cash-producing machines', 'description': '', 'summary': 'Chip players are churning out cash while hyperscalers spend big on the AI build-out.', 'pubDate': '2026-07-13T15:02:32Z', 'displayTime': '2026-07-13T15:02:32Z', 'isHosted': True, 'bypassModal': False, 'previewUrl': None, 'thumbnail': {'originalUrl': 'https://s.yimg.com/uu/api/res/1.2/rAQXv6ZR4In3zRETcbn3bg--~B/aD0xNDMyO3c9MjU0NjthcHBpZD15dGFjaHlvbg--/https://d29szjachogqwa.cloudfront.net/images/user-uploaded/e91eb520-a8ee-11ed-9ee7-7c2a1d4e1bb3_6a84ab4e016f3200c2080bdff523c1397d618eedd9451e3c4623486139a93917.jpg', 'originalWidth': 2546, 'originalHeight': 1432, 'caption': '', 'resolutions': [{'url': 'https://s.yimg.com/uu/api/res/1.2/rAQXv6ZR4In3zRETcbn3bg--~B/aD0xNDMyO3c9MjU0NjthcHBpZD15dGFjaHlvbg--/https://d29szjachogqwa.cloudfront.net/images/user-uploaded/e91eb520-a8ee-11ed-9ee7-7c2a1d4e1bb3_6a84ab4e016f3200c2080bdff523c1397d618eedd9451e3c4623486139a93917.jpg', 'width': 2546, 'height': 1432, 'tag': 'original'}, {'url': 'https://s.yimg.com/uu/api/res/1.2/MBFsP_Cb5btH_BcHwHyzeg--~B/Zmk9c3RyaW07aD0xMjg7dz0xNzA7YXBwaWQ9eXRhY2h5b24-/https://d29szjachogqwa.cloudfront.net/images/user-uploaded/e91eb520-a8ee-11ed-9ee7-7c2a1d4e1bb3_6a84ab4e016f3200c2080bdff523c1397d618eedd9451e3c4623486139a93917.jpg', 'width': 170, 'height': 128, 'tag': '170x128'}]}, 'provider': {'displayName': 'Yahoo Finance', 'url': 'http://finance.yahoo.com/', 'sourceId': 'yahoofinance.com'}, 'canonicalUrl': {'url': 'https://finance.yahoo.com/markets/article/nvidia-micron-and-other-chip-players-are-poised-to-become-cash-producing-machines-150232841.html', 'site': 'finance', 'region': 'US', 'lang': 'en-US'}, 'clickThroughUrl': {'url': 'https://finance.yahoo.com/markets/article/nvidia-micron-and-other-chip-players-are-poised-to-become-cash-producing-machines-150232841.html', 'site': 'finance', 'region': 'US', 'lang': 'en-US'}, 'metadata': {'editorsPick': True}, 'finance': {'premiumFinance': {'isPremiumNews': False, 'isPremiumFreeNews': False}}, 'storyline': None}"
bcaad1bf-7c68-41d9-aa0d-aadcc5f6d9da,"{'id': 'bcaad1bf-7c68-41d9-aa0d-aadcc5f6d9da', 'contentType': 'VIDEO', 'title': 'Tech Sell-Off: How investors should navigate the market', 'description': '<p>Yahoo Finance Executive Editor Brian Sozzi sits down with Visible Alpha Head of TMT Research Melissa Otto to discuss how investors should navigate the technology sector following its recent market sell-off.</p>', 'summary': 'Yahoo Finance Executive Editor Brian Sozzi sits down with Visible Alpha Head of TMT Research Melissa Otto to discuss how investors should navigate the technology sector following its recent market sell-off.', 'pubDate': '2026-07-13T14:56:38Z', 'displayTime': '', 'isHosted': True, 'bypassModal': False, 'previewUrl': None, 'thumbnail': {'originalUrl': 'https://s.yimg.com/os/creatr-uploaded-images/2026-05/931d3430-4a80-11f1-bbd6-22e861a81f02', 'originalWidth': 8000, 'originalHeight': 4099, 'caption': '', 'resolutions': [{'url': 'https://s.yimg.com/uu/api/res/1.2/TtYMVwCfMUz78jL.B76fHg--~B/aD00MDk5O3c9ODAwMDthcHBpZD15dGFjaHlvbg--/https://media-mbst-pub-ue1.s3.amazonaws.com/creatr-uploaded-images/2026-05/931d3430-4a80-11f1-bbd6-22e861a81f02', 'width': 8000, 'height': 4099, 'tag': 'original'}, {'url': 'https://s.yimg.com/uu/api/res/1.2/8XML8v7_w3DAR4qXz6Z3GA--~B/Zmk9c3RyaW07aD0xMjg7dz0xNzA7YXBwaWQ9eXRhY2h5b24-/https://media-mbst-pub-ue1.s3.amazonaws.com/creatr-uploaded-images/2026-05/931d3430-4a80-11f1-bbd6-22e861a81f02', 'width': 170, 'height': 128, 'tag': '170x128'}]}, 'provider': {'displayName': 'Yahoo Finance Video', 'url': 'https://finance.yahoo.com/', 'sourceId': 'video.yahoofinance.com'}, 'canonicalUrl': {'url': 'https://finance.yahoo.com/video/tech-sell-off-how-investors-should-navigate-the-market-145638154.html', 'site': 'finance', 'region': 'US', 'lang': 'en-US'}, 'clickThroughUrl': {'url': 'https://finance.yahoo.com/video/tech-sell-off-how-investors-should-navigate-the-market-145638154.html', 'site': 'finance', 'region': 'US', 'lang': 'en-US'}, 'metadata': {'editorsPick': True}, 'finance': {'premiumFinance': {'isPremiumNews': False, 'isPremiumFreeNews': False}}, 'storyline': None}"
02d106e5-3916-36e7-85a3-a21f684211fc,"{'id': '02d106e5-3916-36e7-85a3-a21f684211fc', 'contentType': 'STORY', 'title': 'Meta Is Flooding the Market With Smartglasses. Privacy Advocates Are Up in Arms.', 'description': '', 'summary': 'The company is betting that AI-enabled smartglasses capable of capturing everything you see and hear are the future.', 'pubDate': '2026-07-14T02:00:00Z', 'displayTime': '2026-07-14T02:00:00Z', 'isHosted': False, 'bypassModal': False, 'previewUrl': 'https://finance.yahoo.com/m/02d106e5-3916-36e7-85a3-a21f684211fc/meta-is-flooding-the-market.html', 'thumbnail': {'originalUrl': 'https://media.zenfs.com/en/wsj.com/7c99ff09e92d68a18c0dc67b562aeaaa', 'originalWidth': 1280, 'originalHeight': 640, 'caption': '', 'resolutions': [{'url': 'https://s.yimg.com/uu/api/res/1.2/WoSmVWKWU6p06OW4bZBIzg--~B/aD02NDA7dz0xMjgwO2FwcGlkPXl0YWNoeW9u/https://media.zenfs.com/en/wsj.com/7c99ff09e92d68a18c0dc67b562aeaaa', 'width': 1280, 'height': 640, 'tag': 'original'}, {'url': 'https://s.yimg.com/uu/api/res/1.2/VOGf9RAiwA49zs7vEwTsBg--~B/Zmk9c3RyaW07aD0xMjg7dz0xNzA7YXBwaWQ9eXRhY2h5b24-/https://media.zenfs.com/en/wsj.com/7c99ff09e92d68a18c0dc67b562aeaaa', 'width': 170, 'height': 128, 'tag': '170x128'}]}, 'provider': {'displayName': 'The Wall Street Journal', 'url': 'http://www.wsj.com/', 'sourceId': 'wsj.com'}, 'canonicalUrl': {'url': 'https://www.wsj.com/tech/ai/meta-is-flooding-the-market-with-smartglasses-privacy-advocates-are-up-in-arms-8fb71539?siteid=yhoof2&yptr=yahoo', 'site': 'finance', 'region': 'US', 'lang': 'en-US'}, 'clickThroughUrl': None, 'metadata': {'editorsPick': False}, 'finance': {'premiumFinance': {'isPremiumNews': False, 'isPremiumFreeNews': False}}, 'storyline': None}"
1d9c975c-569a-395b-9e0b-2f1429a8efb8,"{'id': '1d9c975c-569a-395b-9e0b-2f1429a8efb8', 'contentType': 'STORY', 'title': 'Famous AI Investor Says This is the ‘Mega Bull Case’ For Stocks like NVIDIA, Micron, and Broadcom', 'description': '', 'summary': 'A prominent AI investor argues that the real winners of the AI boom are not the labs building the models, and the cash flow numbers already suggest a massive redistribution is quietly underway.', 'pubDate': '2026-07-14T01:30:52Z', 'displayTime': '2026-07-14T01:30:52Z', 'isHosted': True, 'bypassModal': False, 'previewUrl': None, 'thumbnail': {'originalUrl': 'https://media.zenfs.com/en/24_7_wall_st__718/249e5786154ef2539072f483a4858f39', 'originalWidth': 1500, 'originalHeight': 843, 'caption': '', 'resolutions': [{'url': 'https://s.yimg.com/uu/api/res/1.2/6dvW3uYyzwGt10vyNV77Yg--~B/aD04NDM7dz0xNTAwO2FwcGlkPXl0YWNoeW9u/https://media.zenfs.com/en/24_7_wall_st__718/249e5786154ef2539072f483a4858f39', 'width': 1500, 'height': 843, 'tag': 'original'}, {'url': 'https://s.yimg.com/uu/api/res/1.2/44Y605xYWgJJrfYStouwCQ--~B/Zmk9c3RyaW07aD0xMjg7dz0xNzA7YXBwaWQ9eXRhY2h5b24-/https://media.zenfs.com/en/24_7_wall_st__718/249e5786154ef2539072f483a4858f39', 'width': 170, 'height': 128, 'tag': '170x128'}]}, 'provider': {'displayName': '24/7 Wall St.', 'url': 'https://247wallst.com/', 'sourceId': '24_7_wall_st__718'}, 'canonicalUrl': {'url': 'https://247wallst.com/investing/2026/07/13/famous-ai-investor-says-this-is-the-mega-bull-case-for-stocks-like-nvidia-micron-and-broadcom/', 'site': 'finance', 'region': 'US', 'lang': 'en-US'}, 'clickThroughUrl': {'url': 'https://finance.yahoo.com/markets/stocks/articles/famous-ai-investor-says-mega-013052424.html', 'site': 'finance', 'region': 'US', 'lang': 'en-US'}, 'metadata': {'editorsPick': False}, 'finance': {'premiumFinance': {'isPremiumNews': False, 'isPremiumFreeNews': False}}, 'storyline': None}"
70d00936-fac7-35c5-b55f-7bd995248b35,"{'id': '70d00936-fac7-35c5-b55f-7bd995248b35', 'contentType': 'STORY', 'title': 'The whole chip trade is waiting on one report', 'description': '', 'summary': ""Almost every advanced AI chip on the planet is built in one place. Nvidia's Blackwell processors, Apple's silicon, custom accelerators for Meta and AMD — they all run through the same foundry in Taiwan. That foundry is Taiwan Semiconductor Manufacturing Company (TSM). TSMC is set to ..."", 'pubDate': '2026-07-14T00:37:00Z', 'displayTime': '2026-07-14T00:37:00Z', 'isHosted': True, 'bypassModal': False, 'previewUrl': None, 'thumbnail': {'originalUrl': 'https://media.zenfs.com/en/thestreet_881/21170df7749ce340ca720af016a26c15', 'originalWidth': 3840, 'originalHeight': 2559, 'caption': '', 'resolutions': [{'url': 'https://s.yimg.com/uu/api/res/1.2/zqns4IKEglxw5UxjS94YSw--~B/aD0yNTU5O3c9Mzg0MDthcHBpZD15dGFjaHlvbg--/https://media.zenfs.com/en/thestreet_881/21170df7749ce340ca720af016a26c15', 'width': 3840, 'height': 2559, 'tag': 'original'}, {'url': 'https://s.yimg.com/uu/api/res/1.2/vNP56DkcOfWuTEcgsTkTGA--~B/Zmk9c3RyaW07aD0xMjg7dz0xNzA7YXBwaWQ9eXRhY2h5b24-/https://media.zenfs.com/en/thestreet_881/21170df7749ce340ca720af016a26c15', 'width': 170, 'height': 128, 'tag': '170x128'}]}, 'provider': {'displayName': 'TheStreet', 'url': 'https://www.thestreet.com/', 'sourceId': 'thestreet_881'}, 'canonicalUrl': {'url': 'https://www.thestreet.com/investing/stocks/chip-trade-waiting-on-taiwan-semiconductor-tsm-report', 'site': 'finance', 'region': 'US', 'lang': 'en-US'}, 'clickThroughUrl': {'url': 'https://finance.yahoo.com/technology/ai/articles/whole-chip-trade-waiting-one-003700565.html', 'site': 'finance', 'region': 'US', 'lang': 'en-US'}, 'metadata': {'editorsPick': False}, 'finance': {'premiumFinance': {'isPremiumNews': False, 'isPremiumFreeNews': False}}, 'storyline': None}"
149d19ed-c513-3585-bc3f-4b77cce16b07,"{'id': '149d19ed-c513-3585-bc3f-4b77cce16b07', 'contentType': 'STORY', 'title': 'S&P 500, Nasdaq, Dow End Lower As US-Iran War Fear Remerges — PSKY, META, GOOGL, INTC, NFLX In Focus', 'description': '', 'summary': 'President Donald Trump said the U.S. would resume a blockade of Iranian ships transiting the Strait of Hormuz.', 'pubDate': '2026-07-13T22:36:49Z', 'displayTime': '2026-07-13T22:36:49Z', 'isHosted': True, 'bypassModal': False, 'previewUrl': None, 'thumbnail': {'originalUrl': 'https://media.zenfs.com/en/stocktwits_383/e480d9463f7fd2de891bbf7785a093fe', 'originalWidth': 1280, 'originalHeight': 853, 'caption': '', 'resolutions': [{'url': 'https://s.yimg.com/uu/api/res/1.2/alG6nye_AFwJAVa3UOuewQ--~B/aD04NTM7dz0xMjgwO2FwcGlkPXl0YWNoeW9u/https://media.zenfs.com/en/stocktwits_383/e480d9463f7fd2de891bbf7785a093fe', 'width': 1280, 'height': 853, 'tag': 'original'}, {'url': 'https://s.yimg.com/uu/api/res/1.2/Tcv1Q30zNEhcKUaIcS0QSA--~B/Zmk9c3RyaW07aD0xMjg7dz0xNzA7YXBwaWQ9eXRhY2h5b24-/https://media.zenfs.com/en/stocktwits_383/e480d9463f7fd2de891bbf7785a093fe', 'width': 170, 'height': 128, 'tag': '170x128'}]}, 'provider': {'displayName': 'Stocktwits', 'url': 'Stocktwits', 'sourceId': 'stocktwits_383'}, 'canonicalUrl': {'url': 'https://stocktwits.com/news-articles/markets/equity/s-and-p-500-nasdaq-dow-end-lower-as-us-iran-war-fear-remerges-meta-skhvy-crcl-ba-dal-in-focus/cZmC5BQR7YA', 'site': 'finance', 'region': 'US', 'lang': 'en-US'}, 'clickThroughUrl': {'url': 'https://finance.yahoo.com/markets/stocks/articles/p-500-nasdaq-dow-end-223649599.html', 'site': 'finance', 'region': 'US', 'lang': 'en-US'}, 'metadata': {'editorsPick': False}, 'finance': {'premiumFinance': {'isPremiumNews': False, 'isPremiumFreeNews': False}}, 'storyline': None}"
9b74b168-19a3-3b1b-80b0-d08a35fe1efe,"{'id': '9b74b168-19a3-3b1b-80b0-d08a35fe1efe', 'contentType': 'STORY', 'title': 'Meta Platforms (META) Registers a Bigger Fall Than the Market: Important Facts to Note', 'description': '', 'summary': 'In the most recent trading session, Meta Platforms (META) closed at $656.73, indicating a -1.86% shift from the previous trading day.', 'pubDate': '2026-07-13T21:45:03Z', 'displayTime': '2026-07-13T21:45:03Z', 'isHosted': True, 'bypassModal': False, 'previewUrl': None, 'thumbnail': {'originalUrl': 'https://media.zenfs.com/en/zacks.com/023168c7ea091c342492be3899b280af', 'originalWidth': 900, 'originalHeight': 618, 'caption': '', 'resolutions': [{'url': 'https://s.yimg.com/uu/api/res/1.2/bHsRpCKrGzzbaGHEolBtWw--~B/aD02MTg7dz05MDA7YXBwaWQ9eXRhY2h5b24-/https://media.zenfs.com/en/zacks.com/023168c7ea091c342492be3899b280af', 'width': 900, 'height': 618, 'tag': 'original'}, {'url': 'https://s.yimg.com/uu/api/res/1.2/ioqNyI9jOh7CiNNfF8upSw--~B/Zmk9c3RyaW07aD0xMjg7dz0xNzA7YXBwaWQ9eXRhY2h5b24-/https://media.zenfs.com/en/zacks.com/023168c7ea091c342492be3899b280af', 'width': 170, 'height': 128, 'tag': '170x128'}]}, 'provider': {'displayName': 'Zacks', 'url': 'http://www.zacks.com/', 'sourceId': 'zacks.com'}, 'canonicalUrl': {'url': 'https://finance.yahoo.com/markets/stocks/articles/meta-platforms-meta-registers-bigger-214503022.html', 'site': 'finance', 'region': 'US', 'lang': 'en-US'}, 'clickThroughUrl': {'url': 'https://finance.yahoo.com/markets/stocks/articles/meta-platforms-meta-registers-bigger-214503022.html', 'site': 'finance', 'region': 'US', 'lang': 'en-US'}, 'metadata': {'editorsPick': False}, 'finance': {'premiumFinance': {'isPremiumNews': False, 'isPremiumFreeNews': False}}, 'storyline': None}"
3898fb68-5147-3b2f-8320-51c3554ec9ad,"{'id': '3898fb68-5147-3b2f-8320-51c3554ec9ad', 'contentType': 'STORY', 'title': 'TSMC Sales Jump 36% as Memory Stocks Plunge. What It Means for NVIDIA and AMD', 'description': '', 'summary': 'TSMC posted a blowout quarter while memory stocks cratered, and the split signals something important about where AI hardware demand is actually holding up and where it is starting to crack.', 'pubDate': '2026-07-13T21:45:00Z', 'displayTime': '2026-07-13T21:45:00Z', 'isHosted': True, 'bypassModal': False, 'previewUrl': None, 'thumbnail': {'originalUrl': 'https://media.zenfs.com/en/24_7_wall_st__718/48a4ee66064ca201687004fa47cb92f6', 'originalWidth': 500, 'originalHeight': 333, 'caption': '', 'resolutions': [{'url': 'https://s.yimg.com/uu/api/res/1.2/NdH3iQDl6_ZDiumH7ydtAg--~B/aD0zMzM7dz01MDA7YXBwaWQ9eXRhY2h5b24-/https://media.zenfs.com/en/24_7_wall_st__718/48a4ee66064ca201687004fa47cb92f6', 'width': 500, 'height': 333, 'tag': 'original'}, {'url': 'https://s.yimg.com/uu/api/res/1.2/9Ps2VSABBVtk3xDu7fa7Zw--~B/Zmk9c3RyaW07aD0xMjg7dz0xNzA7YXBwaWQ9eXRhY2h5b24-/https://media.zenfs.com/en/24_7_wall_st__718/48a4ee66064ca201687004fa47cb92f6', 'width': 170, 'height': 128, 'tag': '170x128'}]}, 'provider': {'displayName': '24/7 Wall St.', 'url': 'https://247wallst.com/', 'sourceId': '24_7_wall_st__718'}, 'canonicalUrl': {'url': 'https://247wallst.com/investing/2026/07/13/tsmc-sales-jump-36-as-memory-stocks-plunge-what-it-means-for-nvidia-and-amd/', 'site': 'finance', 'region': 'US', 'lang': 'en-US'}, 'clickThroughUrl': {'url': 'https://finance.yahoo.com/markets/stocks/articles/tsmc-sales-jump-36-memory-214500837.html', 'site': 'finance', 'region': 'US', 'lang': 'en-US'}, 'metadata': {'editorsPick': False}, 'finance': {'premiumFinance': {'isPremiumNews': False, 'isPremiumFreeNews': False}}, 'storyline': None}"
3c8a1d2e-a15c-3a3b-ba99-c3009ad46644,"{'id': '3c8a1d2e-a15c-3a3b-ba99-c3009ad46644', 'contentType': 'STORY', 'title': ""Cboe Global Markets to Launch Extended Hours for Single-Stock Options. Here's Why It Wins When Volatility Spikes."", 'description': '', 'summary': 'This stock thrives on volatility.', 'pubDate': '2026-07-13T21:25:00Z', 'displayTime': '2026-07-13T21:25:00Z', 'isHosted': True, 'bypassModal': False, 'previewUrl': None, 'thumbnail': {'originalUrl': 'https://media.zenfs.com/en/motleyfool.com/8b3c7c01126a64075f37ed94aed1c620', 'originalWidth': 1200, 'originalHeight': 782, 'caption': 'A trader looking up at a stock trading video screen. ', 'resolutions': [{'url': 'https://s.yimg.com/uu/api/res/1.2/jUf8fK9U6hNL_xlE.MmD9Q--~B/aD03ODI7dz0xMjAwO2FwcGlkPXl0YWNoeW9u/https://media.zenfs.com/en/motleyfool.com/8b3c7c01126a64075f37ed94aed1c620', 'width': 1200, 'height': 782, 'tag': 'original'}, {'url': 'https://s.yimg.com/uu/api/res/1.2/W8sNbLKZx1tpO3Og2IsF9A--~B/Zmk9c3RyaW07aD0xMjg7dz0xNzA7YXBwaWQ9eXRhY2h5b24-/https://media.zenfs.com/en/motleyfool.com/8b3c7c01126a64075f37ed94aed1c620', 'width': 170, 'height': 128, 'tag': '170x128'}]}, 'provider': {'displayName': 'Motley Fool', 'url': 'http://www.fool.com/', 'sourceId': 'motleyfool.com'}, 'canonicalUrl': {'url': 'https://www.fool.com/investing/2026/07/13/cboe-global-markets-begins-extended-hours-for-sing/', 'site': 'finance', 'region': 'US', 'lang': 'en-US'}, 'clickThroughUrl': {'url': 'https://finance.yahoo.com/markets/options/articles/cboe-global-markets-launch-extended-212500508.html', 'site': 'finance', 'region': 'US', 'lang': 'en-US'}, 'metadata': {'editorsPick': False}, 'finance': {'premiumFinance': {'isPremiumNews': False, 'isPremiumFreeNews': False}}, 'storyline': None}"
