id,content
d9394e3d-3aea-4bf0-a39d-004d7af0fdc8,"{'id': 'd9394e3d-3aea-4bf0-a39d-004d7af0fdc8', 'contentType': 'VIDEO', 'title': 'Why Fortune 500 companies are flocking to open source AI', 'description': ""<p>Ollama CEO Jeffrey Morgan joins Yahoo Finance's Josh Lipton to explain how open-source AI models provide cost savings, data control, and secure localized deployment for major enterprise clients like the Fortune 500.</p>"", 'summary': ""Ollama CEO Jeffrey Morgan joins Yahoo Finance's Josh Lipton to explain how open-source AI models provide cost savings, data control, and secure localized deployment for major enterprise clients like the Fortune 500."", 'pubDate': '2026-07-13T22:39:52Z', 'displayTime': '', 'isHosted': True, 'bypassModal': False, 'previewUrl': None, 'thumbnail': {'originalUrl': 'https://s.yimg.com/uu/api/res/1.2/SKVQGHMwEjJbMhE_PgJdNg--~B/aD0xNTM2O3c9MjczMDthcHBpZD15dGFjaHlvbg--/https://d29szjachogqwa.cloudfront.net/images/user-uploaded/ollamaceo_9138.png', 'originalWidth': 2730, 'originalHeight': 1536, 'caption': '', 'resolutions': [{'url': 'https://s.yimg.com/uu/api/res/1.2/SKVQGHMwEjJbMhE_PgJdNg--~B/aD0xNTM2O3c9MjczMDthcHBpZD15dGFjaHlvbg--/https://d29szjachogqwa.cloudfront.net/images/user-uploaded/ollamaceo_9138.png', 'width': 2730, 'height': 1536, 'tag': 'original'}, {'url': 'https://s.yimg.com/uu/api/res/1.2/9Av0S_Ik8NXr44J5y_Ez.w--~B/Zmk9c3RyaW07aD0xMjg7dz0xNzA7YXBwaWQ9eXRhY2h5b24-/https://d29szjachogqwa.cloudfront.net/images/user-uploaded/ollamaceo_9138.png', 'width': 170, 'height': 128, 'tag': '170x128'}]}, 'provider': {'displayName': 'Yahoo Finance Video', 'url': 'https://finance.yahoo.com/', 'sourceId': 'video.yahoofinance.com'}, 'canonicalUrl': {'url': 'https://finance.yahoo.com/video/why-fortune-500-companies-are-flocking-to-open-source-ai-223952992.html', 'site': 'finance', 'region': 'US', 'lang': 'en-US'}, 'clickThroughUrl': {'url': 'https://finance.yahoo.com/video/why-fortune-500-companies-are-flocking-to-open-source-ai-223952992.html', 'site': 'finance', 'region': 'US', 'lang': 'en-US'}, 'metadata': {'editorsPick': True}, 'finance': {'premiumFinance': {'isPremiumNews': False, 'isPremiumFreeNews': False}}, 'storyline': {'storylineItems': [{'content': {'id': 'dd9d27a9-c52f-450f-b84a-490945cf7b14', 'contentType': 'STORY', 'isHosted': True, 'title': 'Retail investors are cashing out of Apple, Tesla, and chip stocks: Chart of the Day', 'thumbnail': {'originalUrl': 'https://s.yimg.com/uu/api/res/1.2/CQOBa2yj9HLyUm.W5YG5MQ--~B/aD01MjgwO3c9NzYxMDthcHBpZD15dGFjaHlvbg--/https://d29szjachogqwa.cloudfront.net/images/2026-07/a0826235-c643-455f-8aee-34f117174773', 'originalWidth': 7610, 'originalHeight': 5280, 'caption': '', 'resolutions': None}, 'provider': {'displayName': 'Yahoo Finance', 'sourceId': 'yahoofinance.com'}, 'previewUrl': None, 'providerContentUrl': '', 'canonicalUrl': {'url': 'https://finance.yahoo.com/markets/article/retail-investors-are-cashing-out-of-apple-tesla-and-chip-stocks-chart-of-the-day-162404788.html'}, 'clickThroughUrl': {'url': 'https://finance.yahoo.com/markets/article/retail-investors-are-cashing-out-of-apple-tesla-and-chip-stocks-chart-of-the-day-162404788.html'}}}, {'content': {'id': '1facd0ae-02a4-4f9b-a0d9-52bdb7a65239', 'contentType': 'STORY', 'isHosted': True, 'title': 'Nvidia, Micron, and other chip players are poised to become cash-producing machines', 'thumbnail': {'originalUrl': 'https://s.yimg.com/uu/api/res/1.2/rAQXv6ZR4In3zRETcbn3bg--~B/aD0xNDMyO3c9MjU0NjthcHBpZD15dGFjaHlvbg--/https://d29szjachogqwa.cloudfront.net/images/user-uploaded/e91eb520-a8ee-11ed-9ee7-7c2a1d4e1bb3_6a84ab4e016f3200c2080bdff523c1397d618eedd9451e3c4623486139a93917.jpg', 'originalWidth': 2546, 'originalHeight': 1432, 'caption': '', 'resolutions': None}, 'provider': {'displayName': 'Yahoo Finance', 'sourceId': 'yahoofinance.com'}, 'previewUrl': None, 'providerContentUrl': '', 'canonicalUrl': {'url': 'https://finance.yahoo.com/markets/article/nvidia-micron-and-other-chip-players-are-poised-to-become-cash-producing-machines-150232841.html'}, 'clickThroughUrl': {'url': 'https://finance.yahoo.com/markets/article/nvidia-micron-and-other-chip-players-are-poised-to-become-cash-producing-machines-150232841.html'}}}]}}"
e8bb7cea-f956-47e5-8b0d-09d46015c86c,"{'id': 'e8bb7cea-f956-47e5-8b0d-09d46015c86c', 'contentType': 'VIDEO', 'title': 'SK Hynix stock sees record plunge in Korea despite impressive Nasdaq debut', 'description': '<p>SK Hynix (<a target=""_blank"" rel="""" class=""link"" href=""https://finance.yahoo.com/quote/SKHYV/"" data-i13n=""cpos:1;pos:1"">SKHYV</a>, <a target=""_blank"" rel="""" class=""link"" href=""https://finance.yahoo.com/quote/SKHY/"" data-i13n=""cpos:2;pos:1"">SKHY</a>) made its impressive Nasdaq (<a target=""_blank"" rel="""" class=""link"" href=""https://finance.yahoo.com/quote/^IXIC/"" data-i13n=""cpos:3;pos:1"">^IXIC</a>) debut on Friday, but the South Korean shares (<a target=""_blank"" rel="""" class=""link"" href=""https://finance.yahoo.com/quote/000660.KS/"" data-i13n=""cpos:4;pos:1"">000660.KS</a>) are now plunging.</p>\n<p>Yahoo Finance Senior Business Reporter Ines Ferré and AInvest managing editor Adam Shapiro chat with Morning Brief host Julie Hyman about the company\'s market moves and earnings outlook.</p>', 'summary': ""SK Hynix (SKHYV, SKHY) made its impressive Nasdaq (^IXIC) debut on Friday, but the South Korean shares (000660.KS) are now plunging. Yahoo Finance Senior Business Reporter Ines Ferré and AInvest managing editor Adam Shapiro chat with Morning Brief host Julie Hyman about the company's market moves and earnings outlook."", 'pubDate': '2026-07-13T13:53:19Z', 'displayTime': '', 'isHosted': True, 'bypassModal': False, 'previewUrl': None, 'thumbnail': {'originalUrl': 'https://s.yimg.com/uu/api/res/1.2/j.RMTZxiOXapOr4P1LO11A--~B/aD0xODY0O3c9MzMxNDthcHBpZD15dGFjaHlvbg--/https://d29szjachogqwa.cloudfront.net/images/user-uploaded/7e0ffef0-b7bc-40d9-a8fa-f4cb2bbaae34_a8259ceea5f057655684a65ef597ecaae989a1e4149ffd36936e92fc7a88c3ec.jpg', 'originalWidth': 3314, 'originalHeight': 1864, 'caption': '', 'resolutions': [{'url': 'https://s.yimg.com/uu/api/res/1.2/j.RMTZxiOXapOr4P1LO11A--~B/aD0xODY0O3c9MzMxNDthcHBpZD15dGFjaHlvbg--/https://d29szjachogqwa.cloudfront.net/images/user-uploaded/7e0ffef0-b7bc-40d9-a8fa-f4cb2bbaae34_a8259ceea5f057655684a65ef597ecaae989a1e4149ffd36936e92fc7a88c3ec.jpg', 'width': 3314, 'height': 1864, 'tag': 'original'}, {'url': 'https://s.yimg.com/uu/api/res/1.2/_HMbm67890ZnDKiQOzc12A--~B/Zmk9c3RyaW07aD0xMjg7dz0xNzA7YXBwaWQ9eXRhY2h5b24-/https://d29szjachogqwa.cloudfront.net/images/user-uploaded/7e0ffef0-b7bc-40d9-a8fa-f4cb2bbaae34_a8259ceea5f057655684a65ef597ecaae989a1e4149ffd36936e92fc7a88c3ec.jpg', 'width': 170, 'height': 128, 'tag': '170x128'}]}, 'provider': {'displayName': 'Yahoo Finance Video', 'url': 'https://finance.yahoo.com/', 'sourceId': 'video.yahoofinance.com'}, 'canonicalUrl': {'url': 'https://finance.yahoo.com/video/sk-hynix-stock-sees-record-plunge-in-korea-despite-impressive-nasdaq-debut-135319420.html', 'site': 'finance', 'region': 'US', 'lang': 'en-US'}, 'clickThroughUrl': {'url': 'https://finance.yahoo.com/video/sk-hynix-stock-sees-record-plunge-in-korea-despite-impressive-nasdaq-debut-135319420.html', 'site': 'finance', 'region': 'US', 'lang': 'en-US'}, 'metadata': {'editorsPick': True}, 'finance': {'premiumFinance': {'isPremiumNews': False, 'isPremiumFreeNews': False}}, 'storyline': None}"
6d651a40-4a9e-35c3-8eef-1c24ea958171,"{'id': '6d651a40-4a9e-35c3-8eef-1c24ea958171', 'contentType': 'STORY', 'title': 'Sandisk Stock Plunged Today. Analysts Say Buy the Dip.', 'description': '', 'summary': 'The memory boom may last longer than you think.', 'pubDate': '2026-07-14T03:59:20Z', 'displayTime': '2026-07-14T03:59:20Z', 'isHosted': True, 'bypassModal': False, 'previewUrl': None, 'thumbnail': {'originalUrl': 'https://media.zenfs.com/en/motleyfool.com/e639fe8fb533bcd7dd1ce65ac51f5e48', 'originalWidth': 1400, 'originalHeight': 755, 'caption': 'A bull and a bear are facing off. ', 'resolutions': [{'url': 'https://s.yimg.com/uu/api/res/1.2/zMfkpt44UN1LzKv22tyJ3A--~B/aD03NTU7dz0xNDAwO2FwcGlkPXl0YWNoeW9u/https://media.zenfs.com/en/motleyfool.com/e639fe8fb533bcd7dd1ce65ac51f5e48', 'width': 1400, 'height': 755, 'tag': 'original'}, {'url': 'https://s.yimg.com/uu/api/res/1.2/VfhzdVWK1fui_VVgTzy46g--~B/Zmk9c3RyaW07aD0xMjg7dz0xNzA7YXBwaWQ9eXRhY2h5b24-/https://media.zenfs.com/en/motleyfool.com/e639fe8fb533bcd7dd1ce65ac51f5e48', 'width': 170, 'height': 128, 'tag': '170x128'}]}, 'provider': {'displayName': 'Motley Fool', 'url': 'http://www.fool.com/', 'sourceId': 'motleyfool.com'}, 'canonicalUrl': {'url': 'https://www.fool.com/investing/2026/07/13/sandisk-stock-plunged-today-analysts-say-buy-dip/', 'site': 'finance', 'region': 'US', 'lang': 'en-US'}, 'clickThroughUrl': {'url': 'https://finance.yahoo.com/markets/stocks/articles/sandisk-stock-plunged-today-analysts-035920985.html', 'site': 'finance', 'region': 'US', 'lang': 'en-US'}, 'metadata': {'editorsPick': False}, 'finance': {'premiumFinance': {'isPremiumNews': False, 'isPremiumFreeNews': False}}, 'storyline': None}"
5bbfba54-bd25-30ca-9719-51beb36fc166,"{'id': '5bbfba54-bd25-30ca-9719-51beb36fc166', 'contentType': 'STORY', 'title': 'Voyager Technologies Completes Astrobotic Acquisition And Was Just Awarded a $298 Million Contract From NASA', 'description': '', 'summary': 'The space company is bulking up with a company that just signed a major deal with NASA.', 'pubDate': '2026-07-14T03:43:26Z', 'displayTime': '2026-07-14T03:43:26Z', 'isHosted': True, 'bypassModal': False, 'previewUrl': None, 'thumbnail': {'originalUrl': 'https://media.zenfs.com/en/motleyfool.com/23e1bb73c0ec23c7a9e9922e067737b1', 'originalWidth': 1400, 'originalHeight': 972, 'caption': 'A rocket in the process of launching.', 'resolutions': [{'url': 'https://s.yimg.com/uu/api/res/1.2/j7DqOWQWxdDJoHYFHSNTRw--~B/aD05NzI7dz0xNDAwO2FwcGlkPXl0YWNoeW9u/https://media.zenfs.com/en/motleyfool.com/23e1bb73c0ec23c7a9e9922e067737b1', 'width': 1400, 'height': 972, 'tag': 'original'}, {'url': 'https://s.yimg.com/uu/api/res/1.2/pM9JVQy.bUD_87M4hEbF3Q--~B/Zmk9c3RyaW07aD0xMjg7dz0xNzA7YXBwaWQ9eXRhY2h5b24-/https://media.zenfs.com/en/motleyfool.com/23e1bb73c0ec23c7a9e9922e067737b1', 'width': 170, 'height': 128, 'tag': '170x128'}]}, 'provider': {'displayName': 'Motley Fool', 'url': 'http://www.fool.com/', 'sourceId': 'motleyfool.com'}, 'canonicalUrl': {'url': 'https://www.fool.com/investing/2026/07/13/voyager-technologies-completes-astrobotic-acquisition-and-was-just-awarded-a-298-million-contract-from-nasa/', 'site': 'finance', 'region': 'US', 'lang': 'en-US'}, 'clickThroughUrl': {'url': 'https://finance.yahoo.com/markets/stocks/articles/voyager-technologies-completes-astrobotic-acquisition-034326390.html', 'site': 'finance', 'region': 'US', 'lang': 'en-US'}, 'metadata': {'editorsPick': False}, 'finance': {'premiumFinance': {'isPremiumNews': False, 'isPremiumFreeNews': False}}, 'storyline': None}"
3b64600e-d520-30d0-9593-fb86cb12ce73,"{'id': '3b64600e-d520-30d0-9593-fb86cb12ce73', 'contentType': 'STORY', 'title': ""SK Hynix set to benefit as South Korea's ruling party seeks to ease capital-raising rules"", 'description': '', 'summary': ""SEOUL, July 14 (Reuters) - South Korea's ruling party is seeking to make it easier for chipmaker SK Hynix to set up ventures to build factories with outside investors — a move that follows a"", 'pubDate': '2026-07-14T03:34:39Z', 'displayTime': '2026-07-14T03:34:39Z', 'isHosted': True, 'bypassModal': False, 'previewUrl': None, 'thumbnail': {'originalUrl': 'https://media.zenfs.com/en/reuters.com/c37757d1d699e9d0c7fe3f242f556034', 'originalWidth': 800, 'originalHeight': 533, 'caption': 'A PR track is demonstrated at the laboratory of the department of semiconductor engineering at Korea University in Seoul, South Korea, June 11, 2026.   REUTERS/Kim Hong-Ji', 'resolutions': [{'url': 'https://s.yimg.com/uu/api/res/1.2/zqUdyMQJA87WuveLiBAbKQ--~B/aD01MzM7dz04MDA7YXBwaWQ9eXRhY2h5b24-/https://media.zenfs.com/en/reuters.com/c37757d1d699e9d0c7fe3f242f556034', 'width': 800, 'height': 533, 'tag': 'original'}, {'url': 'https://s.yimg.com/uu/api/res/1.2/PBPmgyRNFdtaryTReTttyQ--~B/Zmk9c3RyaW07aD0xMjg7dz0xNzA7YXBwaWQ9eXRhY2h5b24-/https://media.zenfs.com/en/reuters.com/c37757d1d699e9d0c7fe3f242f556034', 'width': 170, 'height': 128, 'tag': '170x128'}]}, 'provider': {'displayName': 'Reuters', 'url': 'https://www.reuters.com/', 'sourceId': 'reuters.com'}, 'canonicalUrl': {'url': 'https://finance.yahoo.com/technology/articles/sk-hynix-set-benefit-south-033439603.html', 'site': 'finance', 'region': 'US', 'lang': 'en-US'}, 'clickThroughUrl': {'url': 'https://finance.yahoo.com/technology/articles/sk-hynix-set-benefit-south-033439603.html', 'site': 'finance', 'region': 'US', 'lang': 'en-US'}, 'metadata': {'editorsPick': False}, 'finance': {'premiumFinance': {'isPremiumNews': False, 'isPremiumFreeNews': False}}, 'storyline': None}"
91a4a9dc-1d21-328e-888e-6388a4e797b9,"{'id': '91a4a9dc-1d21-328e-888e-6388a4e797b9', 'contentType': 'STORY', 'title': 'Nvidia halves Asia AI chip customer list, FT reports', 'description': '', 'summary': 'Nvidia has more than halved the number of Asian customers \u200cauthorized to buy its AI chips \u200cafter creating a new ""white list"" of companies that have \u200bpassed tougher compliance checks aimed at preventing the products from reaching China, the Financial Times reported on Monday.  Nvidia did \u200bnot immediately\xa0respond \u200bto a Reuters \u200brequest for comment outside \u200cregular business hours.  Under a renewed review, over half of Nvidia\'s previous customers, especially neo-cloud providers, were excluded, the report said, adding that companies that failed the initial review could \u200cmake changes and reapply.', 'pubDate': '2026-07-14T03:31:40Z', 'displayTime': '2026-07-14T03:31:40Z', 'isHosted': True, 'bypassModal': False, 'previewUrl': None, 'thumbnail': {'originalUrl': 'https://media.zenfs.com/en/reuters-finance.com/86ee9ef2e2723210c969c9236b89ff14', 'originalWidth': 800, 'originalHeight': 533, 'caption': 'Illustration of Nvidia logo', 'resolutions': [{'url': 'https://s.yimg.com/uu/api/res/1.2/KJ3r.grN4vqXb7xFeZ_73w--~B/aD01MzM7dz04MDA7YXBwaWQ9eXRhY2h5b24-/https://media.zenfs.com/en/reuters-finance.com/86ee9ef2e2723210c969c9236b89ff14', 'width': 800, 'height': 533, 'tag': 'original'}, {'url': 'https://s.yimg.com/uu/api/res/1.2/atLWvcj6rtipEdvzHlXAdg--~B/Zmk9c3RyaW07aD0xMjg7dz0xNzA7YXBwaWQ9eXRhY2h5b24-/https://media.zenfs.com/en/reuters-finance.com/86ee9ef2e2723210c969c9236b89ff14', 'width': 170, 'height': 128, 'tag': '170x128'}]}, 'provider': {'displayName': 'Reuters', 'url': 'http://www.reuters.com/', 'sourceId': 'reuters-finance.com'}, 'canonicalUrl': {'url': 'https://finance.yahoo.com/technology/ai/articles/nvidia-halves-asia-buyer-list-033140201.html', 'site': 'finance', 'region': 'US', 'lang': 'en-US'}, 'clickThroughUrl': {'url': 'https://finance.yahoo.com/technology/ai/articles/nvidia-halves-asia-buyer-list-033140201.html', 'site': 'finance', 'region': 'US', 'lang': 'en-US'}, 'metadata': {'editorsPick': False}, 'finance': {'premiumFinance': {'isPremiumNews': False, 'isPremiumFreeNews': False}}, 'storyline': None}"
01d8272a-ce7d-3b67-a2ea-4ea170690d7e,"{'id': '01d8272a-ce7d-3b67-a2ea-4ea170690d7e', 'contentType': 'STORY', 'title': 'TSMC seen riding AI boom to fifth straight quarter of record profit', 'description': '', 'summary': ""TSMC, the world's largest manufacturer of advanced AI chips, will likely notch a fifth consecutive quarter of record earnings, driven \u200cby booming AI infrastructure spending.  Analysts say demand for Taiwan Semiconductor Manufacturing Co's (TSMC) 3-nanometre and 2-nanometre \u200cprocess technologies for AI chips, as well as for its advanced chip packaging technology, CoWoS, remains strong.  Its market capitalisation is now nearly double that of South Korean rival Samsung Electronics at around $1.97 trillion."", 'pubDate': '2026-07-14T03:11:06Z', 'displayTime': '2026-07-14T03:11:06Z', 'isHosted': True, 'bypassModal': False, 'previewUrl': None, 'thumbnail': {'originalUrl': 'https://media.zenfs.com/en/reuters-finance.com/91a72a9a5b5fe33aa42a48367f285d45', 'originalWidth': 800, 'originalHeight': 521, 'caption': ""People stand behind a sign with a TSMC logo during TSMC's third quarter earnings conference in Taipei"", 'resolutions': [{'url': 'https://s.yimg.com/uu/api/res/1.2/JDtv9WGNmbuOiiT.ECanVg--~B/aD01MjE7dz04MDA7YXBwaWQ9eXRhY2h5b24-/https://media.zenfs.com/en/reuters-finance.com/91a72a9a5b5fe33aa42a48367f285d45', 'width': 800, 'height': 521, 'tag': 'original'}, {'url': 'https://s.yimg.com/uu/api/res/1.2/6HPyjipQI8OluLr.dmSjlQ--~B/Zmk9c3RyaW07aD0xMjg7dz0xNzA7YXBwaWQ9eXRhY2h5b24-/https://media.zenfs.com/en/reuters-finance.com/91a72a9a5b5fe33aa42a48367f285d45', 'width': 170, 'height': 128, 'tag': '170x128'}]}, 'provider': {'displayName': 'Reuters', 'url': 'http://www.reuters.com/', 'sourceId': 'reuters-finance.com'}, 'canonicalUrl': {'url': 'https://finance.yahoo.com/technology/ai/articles/tsmc-seen-riding-ai-boom-031106342.html', 'site': 'finance', 'region': 'US', 'lang': 'en-US'}, 'clickThroughUrl': {'url': 'https://finance.yahoo.com/technology/ai/articles/tsmc-seen-riding-ai-boom-031106342.html', 'site': 'finance', 'region': 'US', 'lang': 'en-US'}, 'metadata': {'editorsPick': False}, 'finance': {'premiumFinance': {'isPremiumNews': False, 'isPremiumFreeNews': False}}, 'storyline': None}"
e1f44fee-2747-3762-a374-6a4f99cba43c,"{'id': 'e1f44fee-2747-3762-a374-6a4f99cba43c', 'contentType': 'STORY', 'title': 'Chief Economic Adviser: “There Is No Way” the Bond Market Can Fund the AI Boom Without Higher Yields', 'description': '', 'summary': ""Mohamed El-Erian says a structural mismatch between borrowers and buyers has pushed the bond market to a breaking point, and Amazon's latest debt deal may have just revealed the first crack."", 'pubDate': '2026-07-14T02:15:37Z', 'displayTime': '2026-07-14T02:15:37Z', 'isHosted': True, 'bypassModal': False, 'previewUrl': None, 'thumbnail': {'originalUrl': 'https://media.zenfs.com/en/24_7_wall_st__718/856216c5417b1a2fbae88cacbea7360b', 'originalWidth': 1500, 'originalHeight': 997, 'caption': '', 'resolutions': [{'url': 'https://s.yimg.com/uu/api/res/1.2/Y2PdvZT0MsHTDuZ5wrX_kg--~B/aD05OTc7dz0xNTAwO2FwcGlkPXl0YWNoeW9u/https://media.zenfs.com/en/24_7_wall_st__718/856216c5417b1a2fbae88cacbea7360b', 'width': 1500, 'height': 997, 'tag': 'original'}, {'url': 'https://s.yimg.com/uu/api/res/1.2/I2Xw05ASfLwqWjUq7qwSsQ--~B/Zmk9c3RyaW07aD0xMjg7dz0xNzA7YXBwaWQ9eXRhY2h5b24-/https://media.zenfs.com/en/24_7_wall_st__718/856216c5417b1a2fbae88cacbea7360b', 'width': 170, 'height': 128, 'tag': '170x128'}]}, 'provider': {'displayName': '24/7 Wall St.', 'url': 'https://247wallst.com/', 'sourceId': '24_7_wall_st__718'}, 'canonicalUrl': {'url': 'https://247wallst.com/investing/2026/07/13/chief-economic-adviser-there-is-no-way-the-bond-market-can-fund-the-ai-boom-without-higher-yields/', 'site': 'finance', 'region': 'US', 'lang': 'en-US'}, 'clickThroughUrl': {'url': 'https://finance.yahoo.com/economy/policy/articles/chief-economic-adviser-no-way-021537788.html', 'site': 'finance', 'region': 'US', 'lang': 'en-US'}, 'metadata': {'editorsPick': False}, 'finance': {'premiumFinance': {'isPremiumNews': False, 'isPremiumFreeNews': False}}, 'storyline': None}"
aa39d993-f08b-3713-8d1f-6b46d0e43187,"{'id': 'aa39d993-f08b-3713-8d1f-6b46d0e43187', 'contentType': 'STORY', 'title': 'Super Micro Computer (SMCI) Launches Vera Rubin NVL4 Blueprint For AI Infrastructure', 'description': '', 'summary': ""Super Micro Computer launched its Data Center Building Block Solutions blueprint around the NVIDIA Vera Rubin NVL4 platform. The new offering targets high performance computing and AI infrastructure, with a focus on liquid-cooled, modular systems. This launch extends Super Micro Computer's reach further into large-scale scientific research and AI workloads beyond edge deployments. Super Micro Computer (NasdaqGS:SMCI), trading at $27.66, is adding a new pillar to its AI infrastructure lineup..."", 'pubDate': '2026-07-14T02:09:19Z', 'displayTime': '2026-07-14T02:09:19Z', 'isHosted': True, 'bypassModal': False, 'previewUrl': None, 'thumbnail': {'originalUrl': 'https://media.zenfs.com/en/simply_wall_st__316/88228fadcfcf61d75ba1baf2ef33a4f7', 'originalWidth': 1194, 'originalHeight': 432, 'caption': '', 'resolutions': [{'url': 'https://s.yimg.com/uu/api/res/1.2/NbottZWeaJU8Ju7QM3elPQ--~B/aD00MzI7dz0xMTk0O2FwcGlkPXl0YWNoeW9u/https://media.zenfs.com/en/simply_wall_st__316/88228fadcfcf61d75ba1baf2ef33a4f7', 'width': 1194, 'height': 432, 'tag': 'original'}, {'url': 'https://s.yimg.com/uu/api/res/1.2/ofov3GqeiAfmHlFyHRjZ.w--~B/Zmk9c3RyaW07aD0xMjg7dz0xNzA7YXBwaWQ9eXRhY2h5b24-/https://media.zenfs.com/en/simply_wall_st__316/88228fadcfcf61d75ba1baf2ef33a4f7', 'width': 170, 'height': 128, 'tag': '170x128'}]}, 'provider': {'displayName': 'Simply Wall St.', 'url': 'https://simplywall.st/', 'sourceId': 'simply_wall_st__316'}, 'canonicalUrl': {'url': 'https://finance.yahoo.com/technology/ai/articles/super-micro-computer-smci-launches-020919023.html', 'site': 'finance', 'region': 'US', 'lang': 'en-US'}, 'clickThroughUrl': {'url': 'https://finance.yahoo.com/technology/ai/articles/super-micro-computer-smci-launches-020919023.html', 'site': 'finance', 'region': 'US', 'lang': 'en-US'}, 'metadata': {'editorsPick': False}, 'finance': {'premiumFinance': {'isPremiumNews': False, 'isPremiumFreeNews': False}}, 'storyline': None}"
49f2f547-3b1c-30da-8c8d-03aa0559a1ad,"{'id': '49f2f547-3b1c-30da-8c8d-03aa0559a1ad', 'contentType': 'STORY', 'title': 'Why Q32 Bio Stock Skyrocketed Today', 'description': '', 'summary': 'The biotech is advancing a potential treatment for a common autoimmune disease.', 'pubDate': '2026-07-14T01:58:54Z', 'displayTime': '2026-07-14T01:58:54Z', 'isHosted': True, 'bypassModal': False, 'previewUrl': None, 'thumbnail': {'originalUrl': 'https://media.zenfs.com/en/motleyfool.com/a15b90bcaf6a5493bf36d12189c58fbb', 'originalWidth': 1400, 'originalHeight': 933, 'caption': 'Medical researchers are studying clinical trial data. ', 'resolutions': [{'url': 'https://s.yimg.com/uu/api/res/1.2/DBepIH1at7hBqEgpezKH_A--~B/aD05MzM7dz0xNDAwO2FwcGlkPXl0YWNoeW9u/https://media.zenfs.com/en/motleyfool.com/a15b90bcaf6a5493bf36d12189c58fbb', 'width': 1400, 'height': 933, 'tag': 'original'}, {'url': 'https://s.yimg.com/uu/api/res/1.2/9LZYtE_J0uEQryg9QsgwkA--~B/Zmk9c3RyaW07aD0xMjg7dz0xNzA7YXBwaWQ9eXRhY2h5b24-/https://media.zenfs.com/en/motleyfool.com/a15b90bcaf6a5493bf36d12189c58fbb', 'width': 170, 'height': 128, 'tag': '170x128'}]}, 'provider': {'displayName': 'Motley Fool', 'url': 'http://www.fool.com/', 'sourceId': 'motleyfool.com'}, 'canonicalUrl': {'url': 'https://www.fool.com/investing/2026/07/13/why-q32-bio-stock-skyrocketed-today/', 'site': 'finance', 'region': 'US', 'lang': 'en-US'}, 'clickThroughUrl': {'url': 'https://finance.yahoo.com/healthcare/articles/why-q32-bio-stock-skyrocketed-015854341.html', 'site': 'finance', 'region': 'US', 'lang': 'en-US'}, 'metadata': {'editorsPick': False}, 'finance': {'premiumFinance': {'isPremiumNews': False, 'isPremiumFreeNews': False}}, 'storyline': None}"
